epoch,train_loss,val_loss,train_acc,val_acc,val_f1_macro,val_prec_macro,val_recall_macro,val_kappa
1,0.4001176262839813,0.23715368424434,0.8626063264221159,0.9168328017012227,0.9173507829674454,0.9193445775348505,0.9168328075282556,0.8960410176497458
2,0.2059332312451289,0.24314660473095026,0.9296085858585859,0.9194134325713273,0.919886358897441,0.9256186968934866,0.9194129230560197,0.8992667678969767
3,0.1486069161414205,0.12850209485491046,0.9494894116604643,0.9547558922558923,0.9545433340238058,0.9551864497193521,0.9547553297723794,0.9434448608953829
4,0.1168364376780659,0.08927147404013847,0.9602078903065745,0.9681906787169945,0.9683333464997694,0.9687802373863814,0.9681905675529293,0.9602383524617052
5,0.09571671512282576,0.08300330037720818,0.96758982367535,0.9702839801524012,0.9704031511151167,0.970854199893769,0.9702838263000897,0.962854977234135
6,0.07985892219823128,0.07835437018412732,0.9730390528087897,0.9726320219741272,0.9726415404353052,0.9729230387049483,0.9726317799225184,0.9657900282377264
7,0.06814818939916299,0.052608045055890514,0.9769155369484317,0.9818912812333865,0.9818521829915599,0.9819240661900721,0.9818909990749136,0.9773641009926297
8,0.058512302417480226,0.053802538382956185,0.9801136363636364,0.981603313840156,0.9816726886443068,0.9820013973032043,0.9816031545986166,0.9770041434208022
9,0.05175660023645316,0.059739900451395836,0.9825115186957292,0.9799419634945951,0.979859151115485,0.9802220553309535,0.9799413785806802,0.9749274494617958
10,0.045882814473843216,0.07777883695352605,0.9845549796207691,0.9719121034910508,0.9721019514514614,0.9731290562626119,0.9719123981280454,0.9648901388541608
