epoch,accuracy,loss,val_accuracy,val_loss
0,0.9077585935592651,0.32871532440185547,0.970372200012207,0.1024293452501297
1,0.9651545286178589,0.11733083426952362,0.9804816842079163,0.06774887442588806
2,0.9776538610458374,0.07275617867708206,0.9821332693099976,0.06691036373376846
3,0.9834009408950806,0.05265862122178078,0.9866374731063843,0.046258218586444855
4,0.9878926873207092,0.03890513256192207,0.9887519478797913,0.03920696675777435
5,0.9900197386741638,0.0315287820994854,0.989189863204956,0.045673154294490814
6,0.9920007586479187,0.025452595204114914,0.9900031089782715,0.042986176908016205
7,0.9934396147727966,0.02115144021809101,0.9903033971786499,0.04218306764960289
