epoch,accuracy,loss,val_accuracy,val_loss
0,0.9073957204818726,0.32573309540748596,0.9722239375114441,0.09578757733106613
1,0.9640618562698364,0.12118975073099136,0.9783672094345093,0.07881549000740051
2,0.9765819907188416,0.07609464228153229,0.9861745238304138,0.04771863669157028
3,0.9836178421974182,0.05185861885547638,0.988351583480835,0.04251793026924133
4,0.9882597327232361,0.03805463761091232,0.9880638122558594,0.042221855372190475
5,0.989932119846344,0.0311877578496933,0.9890397191047668,0.042835261672735214
6,0.9917964339256287,0.025958305224776268,0.9896277785301208,0.040091343224048615
7,0.9929850101470947,0.021609066054224968,0.9914544820785522,0.03399428352713585
